run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,400,1,14,47.767060,38.240787,61.000000,39.000000,32.879612,30716.000000,39.418136,0.000000
KL_LR_CTDE_PPO_seed42,400,1,14,47.767060,38.240787,61.000000,39.000000,32.879612,30716.000000,39.418136,0.000000
