run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,2500,3,213,37.788193,32.596385,50.000000,50.000000,24.001034,765020.000000,33.371584,0.000000
KL_LR_CTDE_PPO_seed42,2500,3,217,37.831707,40.066081,41.000000,59.000000,24.370098,650211.000000,33.955580,0.000000
