run,episodes,mean_reward,mean_task_score_percent,mean_coverage_percent,success_percent,timeout_percent,zero_coverage_timeout_percent,mean_steps,mean_info_gain
Fixed_LR_CTDE_PPO_seed42,600,-85.795244,18.789237,22.517141,17.000000,83.000000,51.500000,527.080000,0.000000
KL_LR_CTDE_PPO_seed42,600,-72.442656,28.222580,30.952604,30.000000,70.000000,34.500000,487.611667,0.000000
