run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,2500,3,204,44.774904,43.043142,52.000000,48.000000,27.428384,6302.000000,35.281927,0.000000
KL_LR_CTDE_PPO_seed42,2500,3,184,41.850526,41.091052,48.000000,52.000000,30.131817,6302.000000,34.822848,0.000000
