run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,400,1,14,51.065099,40.603530,65.000000,35.000000,29.722134,50638.000000,39.703913,0.000000
KL_LR_CTDE_PPO_seed42,400,1,14,53.539590,44.663181,66.000000,34.000000,29.664711,46558.000000,41.243931,0.000000
