run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,400,1,37,18.858433,10.378866,31.000000,69.000000,18.099001,,29.962403,0.000000
KL_LR_CTDE_PPO_seed42,400,1,36,10.667584,6.295167,16.000000,84.000000,15.519668,,24.385195,0.000000
