run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,2500,3,211,35.273780,22.049560,56.000000,44.000000,23.000735,,31.764896,0.000000
KL_LR_CTDE_PPO_seed42,2500,3,210,34.406045,21.363424,54.000000,46.000000,23.927043,,31.754364,0.000000
