run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,2500,3,129,66.073145,59.116289,82.000000,18.000000,49.210388,6302.000000,26.816778,0.000000
KL_LR_CTDE_PPO_seed42,1800,4,94,62.233869,59.873739,72.000000,18.000000,44.722504,6302.000000,28.420709,0.000000
