run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,300,2,18,47.880643,32.192620,67.000000,33.000000,29.679664,25815.000000,34.675297,0.000000
KL_LR_CTDE_PPO_seed42,300,2,18,50.111311,33.778621,70.000000,30.000000,29.479214,25815.000000,34.635676,0.000000
