run,episodes,final_stage,ppo_updates,last_task_score_percent,last_coverage_percent,last_success_percent,last_timeout_percent,auc_task_score_percent,steps_to_threshold,tail_task_score_std_percent,kl_overshoot_percent
Fixed_LR_CTDE_PPO_seed42,2500,3,133,64.399034,57.736734,77.000000,23.000000,48.840488,6302.000000,26.836939,0.000000
KL_LR_CTDE_PPO_seed42,2500,3,135,63.437711,58.239423,75.000000,25.000000,48.327217,6302.000000,27.772995,0.000000
